,movie_id,title,tags
862,802,Lolita,"['humbert', 'humbert', 'middle-aged', 'british', 'novelist', 'appalled', 'attracted', 'vulgarity', 'american', 'culture.', 'comes', 'stay', 'boarding', 'house', 'run', 'charlotte', 'haze,', 'soon', 'becomes', 'obsessed', 'lolita,', ""woman's"", 'teenaged', 'daughter.', 'drama', 'romance', 'sexualobsession', 'hotel', 'depression', 'lossofmother', 'smalltown', 'flirt', 'midlifecrisis', 'eroticism', 'youngster', 'lolita', 'motel', 'diary', 'seduction', 'forbiddenlove', 'professorforliterature', 'provocation', 'fascination', 'one-sidedlove', 'widow', 'adoptivefather', 'lossofhusband', 'summercamp', 'secretlove', 'jamesmason', 'suelyon', 'shelleywinters', 'stanleykubrick']"
863,10375,D-Tox,"['disgraced', 'fbi', 'agent', 'drinking', 'problem', 'joins', 'nine', 'troubled', 'law', 'enforcement', 'officers', 'isolated', 'detox', 'clinic', 'wilds', 'wyoming.', 'therapeutic', 'sanctuary', 'becomes', 'nightmarish', 'hellhole', 'major', 'snowstorm', 'cuts', 'clinic', 'outside', 'world', 'enables', 'killer', 'inside', 'get', 'busy.', 'action', 'thriller', 'alcoholism', 'serialkiller', 'hospital', 'policeofficer', 'detox', 'sylvesterstallone', 'courtneyb.vance', 'tomberenger', 'jimgillespie']"
864,36586,Blade II,"['rare', 'mutation', 'occurred', 'within', 'vampire', 'community', '-', 'reaper.', 'vampire', 'consumed', 'insatiable', 'bloodlust', 'prey', 'vampires', 'well', 'humans,', 'transforming', 'victims', 'unlucky', 'enough', 'survive', 'reapers', 'themselves.', 'blade', 'asked', 'vampire', 'nation', 'help', 'preventing', 'nightmare', 'plague', 'would', 'wipe', 'humans', 'vampires.', 'fantasy', 'horror', 'action', 'thriller', 'katana', 'mutation', 'vampire', 'silver', 'superhero', 'tragicvillain', 'brokenneck', 'lasersight', 'violence', 'explodingbody', 'blade', 'subjectivecamera', 'torsocutinhalf', 'reaper', 'brokenwrist', 'razorblade', 'shotthroughadoor', 'swordduel', 'burntface', 'wesleysnipes', 'kriskristofferson', 'ronperlman', 'guillermodeltoro']"
865,11321,Seven Pounds,"['irs', 'agent', 'fateful', 'secret', 'embarks', 'extraordinary', 'journey', 'redemption', 'forever', 'changing', 'lives', 'seven', 'strangers.', 'drama', 'vegetarian', 'taxcollector', 'pianist', 'blind', 'organtransplant', 'bloodtype', 'willsmith', 'rosariodawson', 'sarahjanemorris', 'gabrielemuccino']"
866,70074,Bullet to the Head,"['watching', 'respective', 'partners', 'die,', 'cop', 'hitman', 'form', 'alliance', 'order', 'bring', 'common', 'enemy.', 'action', 'crime', 'thriller', 'sylvesterstallone', 'sungkang', 'sarahshahi', 'walterhill']"
867,242,The Godfather: Part III,"['midst', 'trying', 'legitimize', 'business', 'dealings', '1979', 'new', 'york', 'italy,', 'aging', 'mafia', 'don,', 'michael', 'corleone', 'seeks', 'forgiveness', 'sins', 'taking', 'young', 'protege', 'wing.', 'crime', 'drama', 'thriller', 'italy', 'christianity', 'newyork', 'assassination', 'italo-american', 'vatican', 'pope', 'confession', 'helicopter', 'daughter', 'lawyer', 'alpacino', 'dianekeaton', 'andygarcía', 'francisfordcoppola']"
868,9621,Elizabethtown,"['drew', 'baylor', 'fired', 'causing', 'shoe', 'company', 'lose', 'hundreds', 'millions', 'dollars.', 'make', 'matters', 'worse,', ""he's"", 'also', 'dumped', 'girlfriend.', 'verge', 'ending', 'all,', 'drew', 'gets', 'new', 'lease', 'life', 'returns', ""family's"", 'small', 'kentucky', 'hometown', 'father', 'dies.', 'along', 'way,', 'meets', 'flight', 'attendant', 'falls', 'love.', 'comedy', 'drama', 'romance', 'suicide', 'hotelroom', 'suicideattempt', 'newlove', 'funeral', 'airplane', 'lovers', 'fallinginlove', 'orlandobloom', 'kirstendunst', 'susansarandon', 'cameroncrowe']"
869,1819,"You, Me and Dupree","['standing', 'best', 'man', 'longtime', 'friend', 'carl', 'petersen,', 'randy', 'dupree', 'loses', 'job,', 'becomes', 'barfly', 'attaches', 'newlywed', 'couple', 'almost', 'permanently', '--', 'houseguest.', 'longer', 'dupree', 'camps', 'couch,', 'closer', 'gets', ""carl's"", 'bride,', 'molly,', 'leaving', 'frustrated', 'groom', 'wondering', 'pal', 'moving', 'out.', 'comedy', 'romance', 'roommate', ""loveofone'slife"", 'newlywed', 'katehudson', 'owenwilson', 'mattdillon', 'anthonyrusso']"
870,8536,Superman II,"['three', 'escaped', 'criminals', 'planet', 'krypton', 'test', 'man', ""steel's"", 'mettle.', 'led', 'gen.', 'zod,', 'kryptonians', 'take', 'control', 'white', 'house', 'partner', 'lex', 'luthor', 'destroy', 'superman', 'rule', 'world.', 'superman,', 'attempts', 'make', 'human', 'order', 'get', 'closer', 'lois,', 'realizes', 'responsibility', 'save', 'planet.', 'action', 'adventure', 'fantasy', 'science fiction', 'savingtheworld', 'dccomics', 'sequel', 'superhero', 'basedoncomicbook', 'lossofvirginity', 'criminal', 'superpowers', 'phantomzone', 'rocketfiredgrenade', 'crystalmachine', 'superhumanstrength', 'duringcreditsstinger', 'genehackman', 'christopherreeve', 'nedbeatty', 'richardlester']"
871,8046,Gigli,"['gigli', 'ordered', 'kidnap', 'psychologically', 'challenged', 'younger', 'brother', 'powerful', 'federal', 'prosecutor.', 'plans', 'go', 'awry,', ""gigli's"", 'boss', 'sends', 'ricki,', 'gorgeous', 'free-spirited', 'female', 'gangster', 'set', 'orders', 'assist', 'kidnapping.', 'gigli', 'begins', 'falling', 'decidedly', 'unavailable', 'ricki,', 'could', 'hazard', 'occupation.', 'drama', 'newyork', 'mentallydisabled', 'kidnapping', 'blackmail', 'missionofmurder', 'lovers', 'lesbian', 'mobster', 'benaffleck', 'jenniferlopez', 'justinbartha', 'martinbrest']"
872,1717,All the King's Men,"['story', ""idealist's"", 'rise', 'power', 'world', 'louisiana', 'politics', 'corruption', 'leads', 'ultimate', 'downfall.', 'based', 'the1946', 'pulitzer', 'prize-winning', 'novel', 'written', 'robert', 'penn', 'warren.', 'drama', 'thriller', 'corruption', 'journalist', 'basedonnovel', 'blackmail', 'manipulation', 'bodyguard', 'louisiana', 'scandal', 'power', 'governor', 'politics', 'tragedy', 'mistress', 'aristocrat', 'seanpenn', 'judelaw', 'katewinslet', 'stevenzaillian']"
873,479,Shaft,"['new', 'york', 'police', 'detective', 'john', 'shaft', 'arrests', 'walter', 'wade', 'jr.', 'racially', 'motivated', 'slaying.', 'eyewitness', 'disappears,', 'wade', 'jumps', 'bail', 'switzerland.', 'two', 'years', 'later', 'wade', 'returns', 'face', 'trial,', 'confident', 'money', 'influence', 'get', 'acquitted', '--', 'especially', 'since', ""he's"", 'paid', 'drug', 'kingpin', 'kill', 'witness.', 'action', 'adventure', 'crime', 'thriller', 'corruption', 'blackpeople', 'italo-american', 'brothersisterrelationship', 'drugdealer', 'revenge', 'murder', 'violence', 'drug', 'policeofficer', 'xenophobia', 'samuell.jackson', 'jeffreywright', 'christianbale', 'johnsingleton']"
874,9444,Anastasia,"['animated', 'adventure', 'retells', 'story', 'lost', 'daughter', ""russia's"", 'last', 'czar.', 'evil', 'rasputin', 'places', 'curse', 'romanov', 'family,', 'anastasia', 'grandmother,', 'empress', 'maria,', 'get', 'separated.', 'growing', 'orphanage,', 'anastasia', 'encounters', 'two', 'russian', 'men', 'seeking', 'reward', 'offered', 'empress', 'maria', 'return', 'granddaughter.', 'trio', 'travels', 'paris,', 'find', 'empress', 'grown', 'skeptical', 'imposters.', 'animation', 'family', 'tzar', 'musical', 'russianrevolution', 'trainexplosion', 'foreignlanguageadaptation', 'explodingtrain', 'megryan', 'johncusack', 'christopherlloyd', 'garygoldman']"
875,824,Moulin Rouge!,"['celebration', 'love', 'creative', 'inspiration', 'takes', 'place', 'infamous,', 'gaudy', 'glamorous', 'parisian', 'nightclub,', 'cusp', '20th', 'century.', 'young', 'poet,', 'plunged', 'heady', 'world', 'moulin', 'rouge,', 'begins', 'passionate', 'affair', ""club's"", 'notorious', 'beautiful', 'star.', 'drama', 'music', 'romance', 'duke', 'musical', ""writer'sblock"", 'music', 'terminalillness', 'writer', 'noopeningcredits', 'moulinrouge', 'bohemian', 'toulouselautrec', 'redcurtain', 'cancandance', 'latraviata', 'orpheusandeurydice', 'dancehall', 'nicolekidman', 'ewanmcgregor', 'johnleguizamo', 'bazluhrmann']"
876,11456,Domestic Disturbance,"['divorced', 'father', 'discovers', '12-year-old', ""son's"", 'new', 'stepfather', 'made', 'be.', 'mystery', 'thriller', 'crime', 'menace', 'adoption', 'dangerous', 'adoptivefather', 'threattodeath', 'stepfather', 'murder', 'divorce', 'ex-wife', 'child', 'murderhunt', 'johntravolta', 'vincevaughn', 'teripolo', 'haroldbecker']"
877,261023,Black Mass,"['true', 'story', 'whitey', 'bulger,', 'brother', 'state', 'senator', 'infamous', 'violent', 'criminal', 'history', 'south', 'boston,', 'became', 'fbi', 'informant', 'take', 'mafia', 'family', 'invading', 'turf.', 'crime', 'drama', 'boston', 'basedontruestory', 'organizedcrime', 'johnnydepp', 'joeledgerton', 'benedictcumberbatch', 'scottcooper']"
878,3683,Flags of Our Fathers,"['five', 'marines', 'one', 'navy', 'corpsman', 'photographed', 'raising', 'u.s.', 'flag', 'mt.', 'suribachi', 'joe', 'rosenthal', 'february', '23,', '1945.', 'story', 'three', 'six', 'surviving', 'servicemen', '–', 'john', ""'doc'"", 'bradley,', 'pvt.', 'rene', 'gagnon', 'pvt.', 'ira', 'hayes,', 'fought', 'battle', 'take', 'iwo', 'jima', 'japanese.', 'war', 'drama', 'history', 'worldwarii', 'dyinganddeath', 'pacific', 'iwojima', 'aftercreditsstinger', 'duringcreditsstinger', 'ryanphillippe', 'adambeach', 'jessebradford', 'clinteastwood']"
879,22803,Law Abiding Citizen,"['frustrated', 'man', 'decides', 'take', 'justice', 'hands', 'plea', 'bargain', 'sets', 'one', ""family's"", 'killers', 'free.', 'targets', 'killer', 'also', 'district', 'attorney', 'others', 'involved', 'deal.', 'drama', 'crime', 'thriller', 'tattoo', 'secretpassage', 'baseballbat', 'deal', 'explosion', 'justice', 'districtattorney', 'courtroom', 'vigilantism', 'jamiefoxx', 'gerardbutler', 'colmmeaney', 'f.garygray']"
880,285923,Grindhouse,"['two', 'full', 'length', 'feature', 'horror', 'movies', 'written', 'quentin', 'tarantino', 'robert', 'rodriguez', 'put', 'together', 'two', 'film', 'feature.', 'including', 'fake', 'movie', 'trailers', 'movies.', 'thriller', 'action', 'horror', 'exploitation', 'slasher', 'zombie', 'killer', 'kurtrussell', 'zoëbell', 'rosariodawson', 'robertrodriguez']"
881,39437,Beloved,"['paul', 'd.', 'finds', 'old', 'slave', 'friend', 'sethe', 'ohio', 'moves', 'daughter', 'denver,', 'strange', 'girl', 'comes', 'along', 'name', '""beloved"".', 'sethe', 'denver', 'take', 'strange', 'things', 'start', 'happen...', 'drama', 'thriller', 'oprahwinfrey', 'dannyglover', 'thandienewton', 'jonathandemme']"
882,1950,Lucky You,"['professional', 'poker', 'player', 'whose', 'astounding', 'luck', 'table', 'fails', 'translate', 'lonesome', 'love', 'life', 'attempts', 'win', 'world', 'series', 'poker', 'simultaneously', 'earning', 'affections', 'beautiful', 'las', 'vegas', 'singer.', 'drama', 'romance', 'poker', 'sport', 'lasvegas', 'ericbana', 'drewbarrymore', 'robertduvall', 'curtishanson']"
883,640,Catch Me If You Can,"['true', 'story', 'frank', 'abagnale', 'jr.', 'who,', '19th', 'birthday,', 'successfully', 'conned', 'millions', 'dollars', 'worth', 'checks', 'pan', 'pilot,', 'doctor,', 'legal', 'prosecutor.', 'fbi', 'agent', 'makes', 'mission', 'put', 'behind', 'bars.', 'frank', 'eludes', 'capture,', 'revels', 'pursuit.', 'drama', 'crime', 'conman', 'biography', 'fbiagent', 'overheadcamerashot', 'attemptedjailbreak', 'engagementparty', 'mislaidtrust', 'bankfraud', 'inspiredbyatruestory', 'leonardodicaprio', 'tomhanks', 'christopherwalken', 'stevenspielberg']"
884,97630,Zero Dark Thirty,"['chronicle', 'decade-long', 'hunt', 'al-qaeda', 'terrorist', 'leader', 'osama', 'bin', 'laden', 'september', '2001', 'attacks,', 'death', 'hands', 'navy', 's.e.a.l.', 'team', '6', 'may,', '2011.', 'thriller', 'drama', 'history', 'assassination', 'cia', 'hotel', 'terrorist', 'prisoner', 'cardealer', 'mossad', 'van', 'iraq', 'pakistan', 'osamabinladen', 'manhunt', 'navyseal', 'fword', 'femaleprotagonist', 'gunfight', 'raid', 'violence', 'textmessage', 'monkey', 'dog', 'specialforces', 'tiedup', 'military', 'area51', 'terroristgroup', 'torturing', 'womandirector', 'alqaeda', 'prisoncamp', 'watertorture', 'suicidebombing', '21stcentury', 'exspecialforces', 'post9/11', 'helicoptercrash', 'islamabad', 'jessicachastain', 'jasonclarke', 'markstrong', 'kathrynbigelow']"
885,9767,The Break-Up,"['cohabitating', 'couple', 'gary', 'brooke', 'find', 'once-blissful', 'romance', 'rocks', 'petty', 'spats', 'lemons', 'dirty', 'dishes', 'mushroom', 'all-out', 'battle', 'custody', 'upscale', 'chicago', 'condo.', 'escalating', 'argument', 'ensues', 'gary', 'brooke', 'continue', 'live', 'roof,', 'cooking', 'schemes', 'drive', 'premises.', 'romance', 'comedy', 'bowling', 'chicago', 'americanfootball', 'flat', 'baseball', 'newlove', 'tourguide', 'break-up', 'artgallery', 'argument', 'pooltable', 'watchingtv', 'ex-boyfriendex-girlfriendrelationship', 'dinnerparty', 'condominium', 'vincevaughn', 'jenniferaniston', 'joeylaurenadams', 'peytonreed']"
886,11631,Mamma Mia!,"['set', 'idyllic', 'greek', 'island,', 'plot', 'serves', 'background', 'wealth', 'abba', 'hit', 'songs.', 'donna,', 'independent,', 'single', 'mother', 'owns', 'small', 'hotel', 'island', 'let', 'go', 'sophie,', 'spirited', 'young', 'daughter', 'raised', 'alone.', 'sophie', 'secretly', 'invited', 'three', ""mother's"", 'ex-lovers', 'hopes', 'finding', 'father.', 'comedy', 'romance', 'singleparent', 'greece', 'musical', 'daughter', 'single', 'motherdaughterrelationship', 'duringcreditsstinger', 'womandirector', 'merylstreep', 'piercebrosnan', 'amandaseyfried', 'phyllidalloyd']"
887,32856,Valentine's Day,"['dozen', 'angelenos', 'navigate', ""valentine's"", 'day', 'early', 'morning', 'midnight.', 'three', 'couples', 'awake', 'together,', 'relationship', 'sputter;', 'worth', 'saving?', 'grade-school', 'boy', 'wants', 'flowers', 'first', 'true', 'love;', 'two', 'high', 'school', 'seniors', 'plan', 'first-time', 'sex', 'noon;', 'tv', 'sports', 'reporter', 'gets', 'assignment', 'find', 'romance', 'la;', 'star', 'quarterback', 'contemplates', 'future;', 'two', 'strangers', 'meet', 'plane;', 'grandparents,', 'together', 'years,', 'face', 'crisis;', 'and,', '""i', 'hate', ""valentine's"", 'day""', 'dinner', 'beckons', 'lonely', 'lied', 'to.', 'cupid', 'finish', 'work', 'midnight?', 'comedy', 'romance', 'flower', 'marriedcouple', 'florist', 'kiss', 'single', 'valentine', ""valentine'sday"", 'multiplestorylines', 'aftercreditsstinger', 'duringcreditsstinger', 'jessicaalba', 'jessicabiel', 'bradleycooper', 'garrymarshall']"
888,6519,The Dukes of Hazzard,"['cousins,', 'bo', 'luke', 'duke,', 'help', 'eye-catching', 'cousin,', 'daisy', 'moonshine-running', 'uncle', 'jesse,', 'try', 'save', 'family', 'farm', 'destroyed', 'hazzard', ""county's"", 'corrupt', 'commissioner,', 'boss', 'hogg.', 'efforts', 'constantly', 'find', ""'duke"", ""boys'"", 'eluding', 'authorities', ""'the"", 'general', ""lee',"", '1969', 'orange', 'dodge', 'charger', 'keeps', 'one', 'step', 'ahead', 'dimwitted', 'antics', 'small', 'southern', ""town's"", 'sheriff,', 'roscoe', 'p.', 'coltrane.', 'action', 'adventure', 'comedy', 'sheriff', 'farm', 'bikini', 'redneck', 'moonshine', 'johnnyknoxville', 'seannwilliamscott', 'jessicasimpson', 'jaychandrasekhar']"
889,8741,The Thin Red Line,"['based', 'graphic', 'novel', 'james', 'jones,', 'thin', 'red', 'line', 'tells', 'story', 'group', 'men,', 'army', 'rifle', 'company', 'called', 'c-for-charlie,', 'change,', 'suffer,', 'ultimately', 'make', 'essential', 'discoveries', 'fierce', 'world', 'war', 'ii', 'battle', 'guadalcanal.', 'follows', 'journey,', 'surprise', 'unopposed', 'landing,', 'bloody', 'exhausting', 'battles', 'follow,', 'ultimate', 'departure', 'survived.', 'powerful', 'frontline', 'cast', '-', 'including', 'sean', 'penn,', 'nick', 'nolte,', 'woody', 'harrelson', 'george', 'clooney', '-', 'explodes', 'action', 'hauntingly', 'realistic', 'view', 'military', 'moral', 'chaos', 'pacific', 'world', 'war', 'ii.', 'drama', 'history', 'war', 'basedonnovel', 'japanese', 'worldwarii', 'battleassignment', 'invasion', 'marinecorps', 'u.s.army', 'commander', 'pacific', 'rifle', 'survival', 'jungle', 'infantry', 'steelhelmet', 'sergeant', 'pacificisland', 'soldier', 'battle', 'fighting', 'guadalcanal', 'awol', 'philosophicconflict', 'seanpenn', 'adrienbrody', 'jimcaviezel', 'terrencemalick']"
890,49520,The Change-Up,"['dave', 'married', 'man', 'two', 'kids', 'loving', 'wife', ',', 'mitch', 'single', 'man', 'prime', 'sexual', 'life.', 'one', 'fateful', 'night', 'mitch', 'dave', 'peeing', 'fountain', 'lightning', 'strikes,', 'switch', 'bodies.', 'comedy', 'jealousy', 'chance', 'wish', 'change', 'manchange', 'co-worker', 'body-swap', 'oliviawilde', 'ryanreynolds', 'jasonbateman', 'daviddobkin']"
891,1850,Man on the Moon,"['film', 'life', 'career', 'eccentric', 'avant-garde', 'comedian,', 'andy', 'kaufman.', 'comedy', 'drama', 'romance', 'showbusiness', 'comedian', 'wrestling', 'jimcarrey', 'courtneylove', 'bobzmuda', 'milošforman']"
892,524,Casino,"['life', 'gambling', 'paradise', '–', 'las', 'vegas', '–', 'dark', 'mafia', 'underbelly.', 'drama', 'crime', 'poker', 'drugabuse', '1970s', 'overdose', 'illegalprostitution', 'robertdeniro', 'sharonstone', 'joepesci', 'martinscorsese']"
893,26389,From Paris with Love,"['james', 'reese', 'good', 'job', ""ambassador's"", 'aid', 'france,', 'real', 'passion', 'side', 'gig,', 'working', 'minor', 'role', 'cia.', 'would', 'love', 'full-fledged', 'agent', ""can't"", 'believe', 'luck', 'lands', 'assignment', 'charlie', 'wax.', 'trigger-happy', 'charlie', 'soon', 'james', 'crying', 'desk', 'job,', 'learns', 'guys', ""they're"", 'trying', 'catch', 'him,', 'james', 'realizes', 'charlie', 'may', 'hope', 'survival.', 'action', 'crime', 'thriller', 'paris', 'cia', 'undercover', 'explosive', 'pimp', 'ambassador', 'antihero', 'revelation', 'french', 'politician', 'firearm', 'deception', 'carcrash', 'gang', 'johntravolta', 'jonathanrhysmeyers', 'kasiasmutniak', 'pierremorel']"
894,11817,Bulletproof Monk,"['mysterious', 'immortal', 'tibetan', 'kung', 'fu', 'master,', 'spent', 'last', '60', 'years', 'traveling', 'around', 'world', 'protecting', 'ancient', 'scroll', 'ultimate,', 'mentors', 'selfish', 'street', 'kid', 'ancient', 'intricacies', 'kung', 'fu.', 'action', 'comedy', 'fantasy', 'monk', 'homelessperson', 'injection', 'fall', 'knifefight', 'scroll', 'theforce', 'seannwilliamscott', 'jaimeking', 'karelroden', 'paulhunter']"
895,2123,"Me, Myself & Irene","['rhode', 'island', 'state', 'trooper', 'charlie', 'baileygates', 'multiple', 'personality', 'disorder.', 'one', 'personality', 'crazy', 'aggressive,', 'friendly', 'laid', 'back.', 'personalities', 'fall', 'love', 'woman', 'named', 'irene', 'charlie', 'loses', 'medication.', 'comedy', 'schizophrenia', 'ex-cop', 'aftercreditsstinger', 'duringcreditsstinger', 'jimcarrey', 'renéezellweger', 'anthonyanderson', 'bobbyfarrelly']"
896,9907,Barnyard,"['things', 'get', 'crazy', 'farm,', 'boisterous', 'bovine', 'named', 'otis', '(voiced', 'kevin', 'james)', 'save', 'day', 'computer-animated', 'tale.', 'animals', 'barnyard', 'sing,', 'dance', 'party,', ""otis's"", 'stern', 'dad', '(sam', 'elliott)', 'warns', 'crew', 'keep', 'cool', 'around', 'humans.', 'troublemaker', 'otis', 'rarely', 'listens', 'pop,', 'farmer', 'disappears', 'animals', 'go', 'nutty,', 'young', 'cow', 'realizes', 'must', 'stop', 'madness.', 'animation', 'comedy', 'family', 'peasant', 'farm', 'cow', 'cojote', 'family', 'courteneycox', 'kevinjames', 'samelliott', 'steveoedekerk']"
897,9969,Deck the Halls,"['two', 'neighbors', 'one', 'decorates', 'house', 'holidays', 'brightly', 'seen', 'space.', 'comedy', 'family', 'holiday', 'massachusetts', 'neighbor', 'christmas', 'dannydevito', 'matthewbroderick', 'kristindavis', 'johnwhitesell']"
898,18239,The Twilight Saga: New Moon,"['forks,', 'washington', 'resident', 'bella', 'swan', 'reeling', 'departure', 'vampire', 'love,', 'edward', 'cullen,', 'finds', 'comfort', 'friendship', 'jacob', 'black,', 'werewolf.', 'knows', 'it,', 'thrust', 'centuries-old', 'conflict,', 'desire', 'edward', 'cost', 'leads', 'take', 'greater', 'greater', 'risks.', 'adventure', 'fantasy', 'drama', 'romance', 'moon', 'cinema', 'vampire', 'werewolf', 'fangvamp', 'kristenstewart', 'robertpattinson', 'taylorlautner', 'chrisweitz']"
899,808,Shrek,"[""ain't"", 'easy', ""bein'"", 'green', '--', 'especially', 'likable', '(albeit', 'smelly)', 'ogre', 'named', 'shrek.', 'mission', 'retrieve', 'gorgeous', 'princess', 'clutches', 'fire-breathing', 'dragon,', 'shrek', 'teams', 'unlikely', 'compatriot', '--', 'wisecracking', 'donkey.', 'adventure', 'animation', 'comedy', 'family', 'fantasy', 'magic', 'liberation', 'lordship', 'castle', 'robinhood', 'enchantment', 'fairy-talefigure', 'princess', 'parody', 'womandirector', 'ogre', 'mikemyers', 'eddiemurphy', 'camerondiaz', 'andrewadamson']"
900,38050,The Adjustment Bureau,"['man', 'glimpses', 'future', 'fate', 'planned', '–', 'chooses', 'fight', 'destiny.', 'battling', 'powerful', 'adjustment', 'bureau', 'across,', 'streets', 'new', 'york,', 'risks', 'destined', 'greatness', 'woman', ""he's"", 'ever', 'loved.', 'science fiction', 'thriller', 'romance', 'hotel', 'dancer', 'hat', 'senator', 'future', 'honesty', 'plan', 'kiss', 'speech', 'marriage', 'politician', 'alone', 'fate', 'footchase', 'covertagency', 'courthouse', 'politicalcampaign', 'basedonshortstory', 'mattdamon', 'emilyblunt', 'johnslattery', 'georgenolfi']"
901,8367,Robin Hood: Prince of Thieves,"['dastardly', 'sheriff', 'nottingham', 'murders', ""robin's"", 'father,', 'legendary', 'archer', 'vows', 'vengeance.', 'accomplish', 'mission,', 'robin', 'joins', 'forces', 'band', 'exiled', 'villagers', '(and', 'comely', 'maid', 'marian),', 'together', 'battle', 'end', 'evil', ""sheriff's"", 'reign', 'terror.', 'adventure', 'england', 'crusade', 'mercifulness', 'robinhood', 'folkhero', 'kevincostner', 'morganfreeman', 'christianslater', 'kevinreynolds']"
902,9390,Jerry Maguire,"['jerry', 'maguire', 'used', 'typical', 'sports', 'agent:', 'willing', 'anything', 'could', 'get', 'biggest', 'possible', 'contracts', 'clients,', 'plus', 'nice', 'commission', 'himself.', 'then,', 'one', 'day,', 'suddenly', 'second', 'thoughts', ""he's"", 'really', 'doing.', 'voices', 'doubts,', 'ends', 'losing', 'job', 'clients,', 'save', 'rod', 'tidwell,', 'egomaniacal', 'football', 'player.', 'comedy', 'drama', 'romance', 'stadium', 'career', 'sport', 'sportsagent', 'tomcruise', 'cubagoodingjr.', 'renéezellweger', 'cameroncrowe']"
903,72105,Ted,"['john', 'bennett,', 'man', 'whose', 'childhood', 'wish', 'bringing', 'teddy', 'bear', 'life', 'came', 'true,', 'must', 'decide', 'keeping', 'relationship', 'bear', 'girlfriend,', 'lori.', 'comedy', 'fantasy', 'friendship', 'love', 'teddybear', 'toycomestolife', 'wishescometrue', 'markwahlberg', 'milakunis', 'sethmacfarlane', 'sethmacfarlane']"
904,2898,As Good as It Gets,"['new', 'york', 'city.', 'melvin', 'udall,', 'cranky,', 'bigoted,', 'obsessive-compulsive', 'writer,', 'finds', 'life', 'turned', 'upside', 'neighboring', 'gay', 'artist', 'simon', 'hospitalized', 'dog', 'entrusted', 'melvin.', 'addition,', 'carol,', 'waitress', 'tolerate', 'him,', 'must', 'leave', 'work', 'care', 'sick', 'son,', 'making', 'impossible', 'melvin', 'eat', 'breakfast.', 'comedy', 'romance', 'singleparent', 'waitress', 'lonewolf', 'friendship', 'neighbor', 'author', 'cowardliness', 'writer', 'dog', 'rude', 'obnoxious', 'unlikelyfriendship', 'noodlesalad', 'jacknicholson', 'helenhunt', 'gregkinnear', 'jamesl.brooks']"
905,10312,Patch Adams,"['meet', 'patch', 'adams,', 'doctor', 'look,', 'act', 'think', 'like', 'doctor', 'met', 'before.', 'patch,', 'humor', 'best', 'medicine,', ""he's"", 'willing', 'anything', 'make', 'patients', 'laugh', '-', 'even', 'means', 'risking', 'career.', 'comedy', 'drama', 'nurse', 'hospital', 'doctor', 'laughter', 'robinwilliams', 'philipseymourhoffman', 'bobgunton', 'tomshadyac']"
906,109443,Anchorman 2: The Legend Continues,"['70s', 'behind', 'him,', 'san', ""diego's"", 'top', 'rated', 'newsman,', 'ron', 'burgundy,', 'returns', 'take', 'new', ""york's"", 'first', '24-hour', 'news', 'channel', 'storm.', 'comedy', 'journalism', 'mustache', 'tvnews', 'newsroom', 'gangwarfare', 'aftercreditsstinger', 'newsspoof', 'tvnewsanchor', 'willferrell', 'stevecarell', 'paulrudd', 'adammckay']"
907,2022,Mr. Deeds,"['longfellow', 'deeds,', 'small-town', 'pizzeria', 'owner', 'poet,', 'inherits', '$40', 'billion', 'deceased', 'uncle,', 'quickly', 'begins', 'rolling', 'different', 'kind', 'dough.', 'moving', 'big', 'city,', 'deeds', 'finds', 'besieged', 'opportunists', 'gunning', 'piece', 'pie.', 'babe,', 'television', 'tabloid', 'reporter,', 'poses', 'innocent', 'small-town', 'girl', 'exposé', 'deeds.', 'comedy', 'romance', 'loveletter', 'newhampshire', 'ferrari', 'liar', 'citycountrycontrast', 'inheritance', 'billionaire', 'newyorkcity', 'kindness', 'fable', 'appletree', 'corporatetakeover', 'chryslerbuilding', 'adamsandler', 'winonaryder', 'johnturturro', 'stevenbrill']"
908,37686,Super 8,"['1979', 'ohio,', 'several', 'youngsters', 'making', 'zombie', 'movie', 'super-8', 'camera.', 'midst', 'filming,', 'friends', 'witness', 'horrifying', 'train', 'derailment', 'lucky', 'escape', 'lives.', 'soon', 'discover', 'catastrophe', 'accident,', 'series', 'unexplained', 'events', 'disappearances', 'soon', 'follows.', 'deputy', 'jackson', 'lamb,', 'father', 'one', 'kids,', 'searches', 'terrifying', 'truth', 'behind', 'crash.', 'thriller', 'science fiction', 'mystery', '1970s', 'secret', 'alien', 'traincrash', 'pistol', 'firecracker', 'duringcreditsstinger', 'joelcourtney', 'ellefanning', 'rileygriffiths', 'j.j.abrams']"
909,462,Erin Brockovich,"['twice-divorced', 'mother', 'three', 'sees', 'injustice,', 'takes', 'bad', 'guy', 'wins', '--', 'little', 'help', 'push-up', 'bra.', 'erin', 'goes', 'work', 'attorney', 'comes', 'across', 'medical', 'records', 'describing', 'illnesses', 'clustered', 'one', 'nearby', 'town.', 'starts', 'investigating', 'soon', 'exposes', 'monumental', 'cover-up.', 'drama', 'biography', 'basedontruestory', 'singlemother', 'waterpollution', 'environmentallaw', 'juliaroberts', 'albertfinney', 'aaroneckhart', 'stevensoderbergh']"
